id,context,en
world.default.global.title,assets/worlds/default.toml → [global] title,Starbase Alpha
world.default.global.description,assets/worlds/default.toml → [global] description,[Defend the Federation outpost against an incoming raider patrol.]
world.entity.luna.name,assets/worlds/default.toml → [entity] name (entity display name; also the cross-reference key),luna
world.entity.lava_planet.name,assets/worlds/default.toml → [entity] name (entity display name; also the cross-reference key),Lava Planet
world.entity.raider_alpha.name,assets/worlds/default.toml → [entity] name (entity display name; also the cross-reference key),raider_alpha
world.default.trigger.action.obj_raider_destroyed.text,assets/worlds/default.toml → [trigger.action] text,[Pirate raider eliminated.]
world.default.available_ships.0.label,assets/worlds/default.toml → [available_ships] label,Alliance Cruiser
world.default.available_ships.1.label,assets/worlds/default.toml → [available_ships] label,Alliance Destroyer
world.default.comms.0.message,assets/worlds/default.toml → [comms] message,[MAYDAY MAYDAY — Pirate raider calling for backup. USS Phoenix has engaged. All units converge on our position!]
world.default.comms.1.message,assets/worlds/default.toml → [comms] message,[Starbase Alpha to all vessels — we are under attack! Requesting immediate assistance!]
world.default.comms.2.message,assets/worlds/default.toml → [comms] message,"[USS Phoenix, this is Starbase Alpha. Please state your business.]"
world.default.comms.response.0.text,assets/worlds/default.toml → [comms.response] text,[We are on a survey mission.]
world.default.comms.response.action.obj_survey.text,assets/worlds/default.toml → [comms.response.action] text,[Complete the survey in this sector.]
world.default.comms.response.1.text,assets/worlds/default.toml → [comms.response] text,[We require docking clearance.]
world.default.comms.response.action.obj_dock.text,assets/worlds/default.toml → [comms.response.action] text,[Dock at Starbase Alpha.]
world.rng_coverage.global.title,assets/worlds/rng_coverage.toml → [global] title,RNG Coverage
world.rng_coverage.global.description,assets/worlds/rng_coverage.toml → [global] description,[Test fixture scenario exercising every damage path]
world.rng_coverage.trigger.action.obj_patrol.text,assets/worlds/rng_coverage.toml → [trigger.action] text,[Patrol the test sector]
world.entity.rng_coverage_zone.name,assets/worlds/rng_coverage.toml → [[entity]] name,Radiation Zone
world.entity.lancer_alpha.name,assets/worlds/rng_coverage.toml → [[entity]] name,Lancer Alpha
world.entity.lancer_beta.name,assets/worlds/rng_coverage.toml → [[entity]] name,Lancer Beta
world.patrol.global.title,assets/worlds/patrol.toml → [global] title,Patrol
world.patrol.global.description,assets/worlds/patrol.toml → [global] description,[Hunt down a pirate raider on patrol through the sector.]
world.patrol.trigger.action.obj_patrol_sector.text,assets/worlds/patrol.toml → [trigger.action] text,[Patrol the sector and neutralize threats.]
world.patrol.trigger.action.obj_raider_destroyed.text,assets/worlds/patrol.toml → [trigger.action] text,[Pirate raider eliminated.]
world.reinforcements.global.title,assets/worlds/reinforcements.toml → [global] title,Reinforcements
world.reinforcements.global.description,assets/worlds/reinforcements.toml → [global] description,[A second pirate raider drops out of warp to assist its wing-mate.]
world.entity.raider_beta.name,assets/worlds/reinforcements.toml → [entity] name (entity display name; also the cross-reference key),raider_beta
console.common.auto,Badge shown on any console control when that system is AI-operated,AUTO
console.common.fire,Weapon fire button label (phasers and torpedoes),FIRE
console.common.cooldown,Weapon/drive button label while the system is on cooldown,COOLDOWN
console.common.no_target,Shown wherever a target readout has no locked target,NO TARGET
console.common.out_of_range,Weapon readiness: a target is locked but beyond the weapon's range,[OUT OF RANGE]
console.common.out_of_arc,Weapon readiness: a target is locked and in range but outside the weapon's fire arc,[OUT OF ARC]
console.common.loading,Weapon readiness: the weapon is loading or charging and cannot fire yet,LOADING
console.common.no_ammo,Weapon readiness: the weapon has no ammunition (empty magazine),NO AMMO
console.common.offline,Weapon readiness: the weapon is offline (disabled or destroyed),OFFLINE
console.common.no_contact,Target-kind readout when nothing is targeted,NO CONTACT
console.common.no_shield_data,Shield readout when no shield telemetry is available,[NO SHIELD DATA]
console.common.on_screen,Button that pushes this console's radar to the shared viewscreen,ON SCREEN
console.common.radar_pos,Radar position readout. {x} and {z} are world coordinates,[X: {x}  Z: {z}]
console.common.destroyed,Label on a ship system that has been destroyed,DESTROYED
console.common.unknown,Fallback label for an unidentified contact or stance,UNKNOWN
console.common.port,Port (left) direction label,PORT
console.common.stbd,Starboard (right) direction label,STBD
console.common.omni,Shield focus readout when no single facing is focused,OMNI
console.common.back,Button that closes a full-screen overlay panel and returns to the console,← Back
console.stance.hostile,Contact stance label on sensor readouts,HOSTILE
console.stance.allied,Contact stance label on sensor readouts,ALLIED
console.stance.neutral,Contact stance label on sensor readouts,NEUTRAL
console.kind.ship,Contact kind label on sensor readouts,WARSHIP
console.kind.asteroid,Contact kind label on sensor readouts,ASTEROID
console.kind.station,Contact kind label on sensor readouts,STARBASE
console.kind.planet,Contact kind label on sensor readouts,PLANET
console.kind.star,Contact kind label on sensor readouts,STAR
component.battery_bar.charging,Battery bar indicator while the battery is recharging,CHARGING
component.blasters.title,Blaster controls panel heading,BLASTERS
component.blasters.empty,Blaster controls when the ship has no blaster banks,[NO BLASTER BANKS]
component.blasters.charge,Blaster button: begin charging,CHARGE
component.blasters.firing,Blaster button while the bank is discharging,FIRING...
component.blasters.bank_fallback,Blaster bank row label when the bank has no name,BLASTER
component.blasters.pattern_step,Blaster patterned-attack step indicator (step number of total),STEP {step}/{total}
component.blasters.barrels,Blaster patterned-attack active-barrel indicator listing firing barrel indices,BARRELS {barrels}
component.boost.title,Boost control panel heading,BOOST
component.boost.ready,Boost button in its ready state,BOOST
component.boost.boosting,Boost button while boosting. {pct} is remaining battery percent,BOOSTING {pct}%
component.boost.boosting_full,Boost button while boosting with a full battery,BOOSTING
component.boost.recharging,Boost button while the battery refills. {pct} is charge percent,RECHARGING {pct}%
component.camera_select.title,Viewscreen camera selector heading (Captain console),CAMERA
component.camera_select.empty,Camera selector when no cameras are available,NO CAMERA
component.comms_contacts.empty,Comms contact list when nothing is in hailing range,NO CONTACTS
component.comms_contacts.hail,Button that hails a comms contact,HAIL
component.comms_hails.empty,Comms message list when no transmissions have arrived,NO MESSAGES
component.comms_message.no_active_hail,Comms message panel when no hail is open,[NO ACTIVE HAIL]
component.comms_message.confirm_important,"Comms response button prompt asking the operator to confirm an important, irreversible response before it is sent",CONFIRM?
component.comms_message.unavailable,Comms response button tooltip shown when the sender is out of comms range and the response cannot be sent,[OUT OF RANGE]
component.comms_message.rejected,Comms response button tooltip shown when the host rejected the attempted submission,REJECTED
component.helm_joystick.title,Helm joystick panel heading,HELM
component.helm_joystick.fwd,Joystick axis label: forward,FWD
component.helm_joystick.rev,Joystick axis label: reverse,REV
component.hull_integrity.title,Hull integrity panel heading,HULL INTEGRITY
component.hull_integrity.no_data,Hull integrity panel when no hull telemetry is available,[NO HULL DATA]
component.hull_integrity.systems,Hull integrity panel: per-system breakdown heading,SYSTEMS
component.impulse.title,Impulse drive control panel heading,IMPULSE DRIVE
component.impulse.ready,Impulse button in its ready state,IMPULSE
component.impulse.cancel,Impulse button while charging. {pct} is charge percent; pressing cancels,CANCEL {pct}%
component.lateral.title,Lateral thruster joystick heading,LATERAL
component.objectives.empty,Objective list when the mission has no objectives yet,NO OBJECTIVES
component.tutorial.heading,Contextual tutorial overlay card (issue #916): eyebrow label above the tip title,TUTORIAL
component.tutorial.dismiss,Contextual tutorial overlay card: dismiss button — marks the tip as read forever,GOT IT
component.tutorial.more,Contextual tutorial overlay card: count of further tips queued behind the current one. {n} is that count,+{n} MORE
component.phasers.title,Phaser controls panel heading,PHASERS
component.phasers.manual,Phaser mode toggle: manual fire mode,MANUAL
component.phasers.empty,Phaser controls when the ship has no phaser banks,[NO PHASER BANKS]
component.phasers.bank_fallback,Phaser bank row label when the bank has no name,BANK
component.power.title,Power allocation panel heading,POWER ALLOCATION
component.power.empty,Power panel when the ship defines no power groups,[NO POWER GROUPS]
component.power.level,Power group level readout. {n} is the allocated level,LVL {n}
component.power.held,"Power group level readout while the reactor's battery floor is holding the group below its standing order. {n} is the level it is running at, {c} the level it was commanded to",[LVL {n}/{c} HELD]
component.red_alert.title,Red alert control heading (Captain console),RED ALERT
component.red_alert.active,Red alert button while the alert is raised,RED ALERT
component.red_alert.standby,Red alert button while the ship is stood down,STAND DOWN
component.weapons_hold.free,"Weapons hold button while the guns are free to fire. [bracketed]: unapproved copy",[WEAPONS FREE]
component.weapons_hold.held,"Weapons hold button while the captain is holding fire. [bracketed]: unapproved copy",[WEAPONS HOLD]
component.repair_teams.title,Repair teams panel heading,REPAIR TEAMS
component.repair_teams.empty,Repair panel when the ship has no repair teams,[NO REPAIR TEAMS]
component.repair_teams.no_targets,Repair team row when nothing needs repair,[No repair targets]
component.repair_teams.target,Repair team row: current assignment. {target} is the system name,Target: {target}
component.sensor_panel.no_target,Sensor detail panel when no target is locked,NO TARGET
